id	string
1800591	u,Пока вы размышляете, работа стоит на месте.\0
1800592	u,Никогда не бросайте начатое дело.\0
1800593	u,Если вы отправляетесь на задание с группой, помните, что личной выгоды можете не получить.\0
1800594	u,За дело браться лучше после основательной подготовки.\0
1800595	u,Если будете внимательно анализировать получаемую информацию, то не пропустите шанса заработать награду.\0
1800596	u,Если Вам дорого предмет, берегите его.\0
1800597	u,Размер награды зависит только от Вас, старайтесь.\0
1800598	u,Начав дело заново, можно исправить свои ошибки.\0
1800599	u,Если возникли трудности, попробуйте идти к цели другим путем.\0
1800600	u,Не стоит дорожить богатством, все накопленное за долгие годы можно потерять в одночасье.\0
1800601	u,Контролируя свои эмоции, вы всегда сможете сохранять хорошее настроение.\0
1800602	u,Минутная рассеянность может привести к неприятным последствиям. Будьте осторожны.\0
1800603	u,От битвы и борьбы можно устать. Не поддавайтесь этим эмоциям \0
1800604	u,Если Вы поможете кому-то, то и Вам придут на помощь в нужную минуту.\0
1800605	u,Вас не должен покидать оптимизм.\0
1800606	u,Если друг совершит ошибку, подбодрите его.\0
1800607	u,У Вас могут возникнуть непредвиденные расходы. Рассчитывайте свои средства.\0
1800608	u,Если у Вас возникла проблема с близкими, решить ее можно с помощью откровенного разговора.\0
1800609	u,Аксессуары и другие украшения приносят удачу.\0
1800610	u,Скромность и чувство собственного достоинства - залог успеха.\0
1800611	u,Из-за небольшого недопонимания может возникнуть настоящая вражда.\0
1800612	u,Действовать нужно спокойно и сосредоточенно.\0
1800613	u,Если думать сперва об общественном благе, а только потом - о личной выгоде, успех не заставит себя долго ждать.\0
1800614	u,Возможно удача ждет в тех местах, где Вы еще не бывали.\0
1800615	u,В немноголюдном месте случится что-то хорошее.\0
1800616	u,Веселье - это хорошо, но можно показаться легкомысленным. Поэтому нужно, не теряя чувства юмора, выглядеть серьезно.\0
1800617	u,Вы непременно добьетесь отличного результата, если будете идти к цели, несмотря на физическую слабость.\0
1800618	u,Ваш главный враг - лень.\0
1800619	u,Нужно постоянно идти вперед, к новым свершениям.\0
1800620	u,Действуя в одиночку, можно поддаться собственной слабости. Будьте осторожны.\0
1800621	u,Внимательно слушайте все разговоры о себе.\0
1800622	u,Обращайте внимание даже на то, что кажется Вам неважным.\0
1800623	u,Быстрее добиться результата легко, если делать все самостоятельно, а не ожидать помощи.\0
1800624	u,Могут возникнуть небольшие затраты. Не экономьте, друзья помогут в трудную минуту.\0
1800625	u,Можно легко поддаться искушению, поэтому нужно контролировать свои чувства.\0
1800626	u,Даже из-за небольшого недочета можно погубить все дело. Будьте осторожны.\0
1800627	u,Лучше тратить с умом, чем экономить.\0
1800628	u,Из-за предрассудков Вы можете потерять что-то важное.\0
1800629	u,Сладкая еда принесет удачу.\0
1800630	u,Вам вернут долг, а может быть, Вы получите иное вознаграждение.\0
1800631	u,Из-за обычной проблемы могут возникнуть серьезные разногласия.\0
1800632	u,О своих близких нужно постоянно заботиться.\0
1800633	u,Не забывайте улыбаться. Ваше плохое настроение не должно отражаться на окружающих.\0
1800634	u,Нужно уметь меняться под влиянием обстоятельств.\0
1800635	u,Грамотно используйте свое время.\0
1800636	u,Если не проявлять гибкость в отношениях с людьми, то общаться будет трудно.\0
1800637	u,Не поддавайтесь страху и малодушию.\0
1800638	u,Плохой сон может стать реальностью. Будьте осторожны.\0
1800639	u,Предзнаменование денежного счастья или проявления сердечности несут за собой потери. Будьте осторожны.\0
1800640	u,Если дело связано с симпатичным Вам человеком, то его обязательно нужно выполнить.\0
1800641	u,Поговорив с ней/ним, можно будет узнать друг друга поближе.\0
1800642	u,Если положить предмет в хранилище, можно получить выгоду.\0
1800643	u,Силы нужно вкладывать в те дела, которые Вам близки.\0
1800644	u,Чем сложнее дело, тем скорее нужно его завершить.\0
1800645	u,Выбирайте выгоду, а не честь.\0
1800646	u,Если сделать хорошее дело плохим способом, Вы не услышите похвалы. Поэтому лучше отказаться.\0
1800647	u,Осторожней с новыми людьми. Не допускайте ошибок.\0
1800648	u,Затянувшееся дело не будет решено, даже если взять дополнительное время. Не упорствуйте.\0
1800649	u,Не уступайте своего и не беритесь за невыгодное дело.\0
1800650	u,Проявите интерес к ней/нему. Это может перерасти в более тесные отношения.\0
1800651	u,Не делайте все в одиночку, если вам предлагают помощь.\0
1800652	u,Убедив собеседника, можно получить выгоду.\0
1800653	u,Не торопитесь, наберитесь терпения и ждите. Хороший случай подвернется.\0
1800654	u,Разум привлечет удачу.\0
1800655	u,Выполнив просьбу незнакомца, вы заслужите улыбку Фортуны.\0
1800656	u,Не унывайте, и удача улыбнется вам к Вам.\0
1800657	u,Чувствуйте себя, как рыба в воде.\0
1800658	u,Скрытые способности проявятся, и Вы реализуете свой потенциал.\0
1800659	u,Справившись с тяжелым заданием, вы не только получите признание, но и обнаружите в себе скрытые таланты.\0
1800660	u,Ваш оптимизм и чувство юмора сделают окружающих счастливее.\0
1800661	u,Мудрость и искусство помогут выполнить задание.\0
1800662	u,Появится возможность встретить мудреца, который наставит вас на путь истинный.\0
1800663	u,Интуиция и врожденная проницательность помогут вам увидеть то, что скрыто.\0
1800664	u,Приносите удачу окружающим Вас людям.\0
1800665	u,Только контролируя чувства, Вы сможете добиться цели.\0
1800666	u,Встретив богача, можно самому насладиться зажиточностью.\0
1800667	u,Хорошая возможность встретить очаровательную/ого человека.\0
1800668	u,Проявите усердие в борьбе, и это приведет Вас к победе.\0
1800669	u,Результат будет зависеть от Ваших прошлых поступков.\0
1800670	u,Произойдет ситуация, противоположная той, которая была в прошлом, между Вами и посторонним.\0
1800671	u,Будет работа, которая может потребовать жертв ради достижения высоких целей.\0
1800672	u,Потеряв что-то материальное, получите нечто духовное.\0
1800673	u,Ветер перемен особенно силен. Благоприятное время для всех начинаний.\0
1800674	u,Вокруг Вас обман и соблазны. Глушите эмоции и действуйте аккуратно.\0
1800675	u,Не отправляйтесь в опасные приключения.\0
1800676	u,Не бойтесь перемен. Чем больше риск, тем больше возможностей.\0
1800677	u,Действуйте, вооружившись уверенностью и упорством, и сможете великолепно выполнить свою задачу в любой ситуации.\0
1800678	u,Лучше надеяться на светлое будущее.\0
1800679	u,Отдых даст вам сил для работы.\0
1800680	u,Активно используйте свои преимущества.\0
1800681	u,Позитивное мышление и активность сделают Вас звездой арены.\0
1800682	u,Возможно, возникнут сложности. Вам поможет вера в себя и интуиция.\0
1800683	u,Преодолевайте препятствия с улыбкой, разделите трудности с друзьями - и тогда Вам будет сопутствовать еще большая удача.\0
1800684	u,Вас ждет расплата за проступки и награда за подвиги.\0
1800685	u,Доделайте старые дела и рассчитайтесь с долгами, если таковые имеются. Это сделает Вас счастливым.\0
1800686	u,Излишняя скромность может причинить вред.\0
1800687	u,Вы получите вознаграждение за потраченное время.\0
1800688	u,Награда за ваше усердие придет оттуда, откуда вы ее не ждете.\0
1800689	u,Отбросьте все старое и начните все заново.\0
1800690	u,Вы получите материальную или духовную помощь от окружающих.\0
1800691	u,Ждите хороших новостей.\0
1800692	u,Встреча с приятным человеком.\0
1800693	u,Добрая душа уязвима.\0
1800694	u,Возможность встретить человека, который Вам сильно поможет. Обратите внимание на окружающих.\0
1800695	u,Отправляйтесь к союзникам Крепости Альянса Кецеруса! Идет набор авантюристов для атаки дворца Дракона Тиады в Семени Разрушения.\0
1800696	u,Отправляйтесь к союзникам Крепости Альянса Кецеруса! Сейчас, под флагом Крепости Альянса, Семя Разрушения безопасно!\0
1800697	u,Отправляйтесь к союзникам Крепости Альянса Кецеруса! Дворец Дракона Тиады пытается отвоевать Семя Разрушения! Бросить все имеющиеся силы на Семя Разрушения!\0
1800698	u,Отправляйтесь к союзникам Крепости Альянса Кецеруса! Доблестные авантюристы истребляют Нежить в Пещерах Боли и Тишины в Семени Бессмертия.\0
1800699	u,Отправляйтесь к союзникам Крепости Альянса Кецеруса! Сердце Семени Бессмертия ликвидировано. Начинается атака на Экимуса!\0
1800700	u,Отправляйтесь к союзникам Крепости Альянса Кецеруса! Сейчас, под флагом Крепости Альянса, Семя Бессмертия безопасно!\0
1800701	a,
1800702	u,Отправляйтесь к союзникам Крепости Альянса Кецеруса! Возродившаяся нежить Семени Бессмертия пробирается в Пещеры Боли и Тишины!\0
1800703	u,Отправляйтесь к союзникам Крепости Альянса Кецеруса! С помощью нежити Экимус начинает возрождаться. Остановить его любой ценой!\0
1800704	u,Пронзи его!\0
1800705	u,Жалкие твари! Отведайте вкус силы тьмы!\0
1800706	u,Аааааааа!!!!\0
1800707	u,Ты пожалеешь о том, что бросил мне вызов!!!!!\0
1800708	u,Территория оккупирована врагом, и наши войска проводят масштабное наступление.\0
1800709	u,Территория контролируется союзниками. Альянс Кецеруса добивает уцелевших.\0
1800710	u,Территория контролируется союзниками. Сейчас враги собрали сильную армию и идут в атаку.\0
1800711	u,Территория оккупирована врагом. Альянс и путешественники атакуют Зал Страданий и Зал Гибели.\0
1800712	u,Территория оккупирована врагом, но мы очистили дорогу до самого центра. Теперь осталось только сразиться с Экимусом.\0
1800713	u,Территория контролируется союзниками. Сейчас проводится внутреннее расследование.\0
1800714	u,Территория контролируется союзниками, но враги возродились и сейчас атакуют Зал Страданий.\0
1800715	u,Территория контролируется союзниками, но враги уже успели захватить Зал Страданий и Зал Гибели, а сейчас атакуют наших союзников.\0
1800716	a,
1800717	u,Говорят, что слуги Тиады идут, чтобы вернуть Семя Разрушения! Приготовиться к отражению атаки!\0
1800718	u,Больно…Страшно…Как превозмочь этот ужас…\0
1800719	u,Нет… Если это исчезнет… Мне станет еще страшнее…\0
1800720	u,Ха-ха-ха!!! Я поймал Деда Мороза! В новом году не будет никаких подарков!!!\0
1800721	u,Так! Ну попробуй бросить мне вызов!\0
1800722	u,Нападайте все!\0
1800723	u,Ну что?! Похоже, я выиграл…\0
1800724	u,Все проигравшие, убирайтесь отсюда!\0
1800725	u,Мне нет равных!\0
1800726	u,Кажется, ты хочешь спасти Санту. Но меня тебе не одолеть!\0
1800727	u,Ничего себе!\0
1800728	u,Эх!! Надо было действовать по-другому!\0
1800729	u,Получай мое проклятье!!\0
1800730	u,Ты всю жизнь играешь в Камень, Ножницы, Бумагу?\0
1800731	u,Все, хватит… Я это сделал, потому что был одинок…\0
1800732	u,Не хочу отпускать Санту!!!\0
1800733	u,Я ненавижу веселое Рождество!!!\0
1800734	u,А! Скучно…\0
1800735	u,Может, разок сходить и проверить, как там Дед Мороз? Хи-хи!\0
1800736	u,Хо-хо-хо! Веселого Рождества!\0
1800737	u,Дед Мороз подарит хорошие подарки, если освободить его от этого индюка…\0
1800738	u,хо-хо-хо! Спасибо! Я обязательно награжу Вас.\0
1800739	u,Веселого Рождества! Вы хорошо потрудились.\0
1800740	u,Веселого Рождества! Огромное спасибо, что спасли меня от того злобного индюка.\0
1800741	u,$s1! Я приготовил для Вас подарок.\0
1800742	u,У меня есть подарок для Вас, $s1.\0
1800743	u,Посмотрите в инвентарь. Я буду очень рад, если Вам понравится мой подарок.\0
1800744	u,Посмотрите в инвентарь. Надеюсь, подарок вам понравится…\0
1800745	u,Мне уже надоело, я пойду…\0
1800746	u,Сколько еще Вы собираетесь играть? Мне уже начинает надоедать…\0
1800747	u,Сообщение Деда Мороза: Благословляю Вас, $s1, за то, что спасли меня.\0
1800748	u,Меня невозможно убить, так как я уже мертв...\0
1800749	u,Братья и сестры Темного Дракона! Бейтесь со мной...\0
1800750	u,Враг уже здесь! Приготовьтесь защищаться!!\0
1800751	u,$s1 освободил Деда Мороза земель $s2 от плена Индюка.\0
1800752	u,Успешное освобождение Деда Мороза!\0
1800753	u,Персонаж $s1 с помощью купона на обмен оружия получил +$s2 $s3.\0
1800754	u,Не болтай попусту!\0
1800755	u,Вы слабаки! Я даже не вижу среди вас серьезных противников!\0
1800756	u,Я милая свинка! Хрю-хрю...\0
1800757	u,Кто я? Где я? Хрю-хрю...\0
1800758	u,Я шла за другом! Хрю-хрю...\0
1800759	u,Эй! Это же исцеляющее зелье!\0
1800760	u,Что-то я проголодалась... Не пощипать ли нам травки?\0
1800761	u,Спасибо, спасибо...\0
1800762	u,Хорошо... Ко мне вернулись силы!\0
1800763	u,Мое тело восстановилось! Прекрасно!!!\0
1800764	u,О-о... Усталость как рукой сняло...\0
1800765	u,Усталость проходит! Я прихожу в себя!\0
1800766	u,Я стала легкой, как пушинка!\0
1800767	u,Это что такое? Еда?\0
1800768	u,Силы вернулись ко мне!!! \0
1800769	u,Ты чего? Дилетант!\0
1800770	u,Счетчик удачи: Если выполнить квест в течение 10 сек., можно получить двойную награду!\0
1800771	u,Счетчик удачи: Если выполнить квест в течение 40 сек., можно получить двойную награду!\0
1800772	u,Осталось 40 сек.\0
1800773	u,Осталось 39 сек.\0
1800774	u,Осталось 38 сек.\0
1800775	u,Осталось 37 сек.\0
1800776	u,Осталось 36 сек.\0
1800777	u,Осталось 35 сек.\0
1800778	u,Осталось 34 сек.\0
1800779	u,Осталось 33 сек.\0
1800780	u,Осталось 32 сек.\0
1800781	u,Осталось 31 сек.\0
1800782	u,Осталось 30 сек.\0
1800783	u,Осталось 29 сек.\0
1800784	u,Осталось 28 сек.\0
1800785	u,Осталось 27 сек.\0
1800786	u,Осталось 26 сек.\0
1800787	u,Осталось 25 сек.\0
1800788	u,Осталось 24 сек.\0
1800789	u,Осталось 23 сек.\0
1800790	u,Осталось 22 сек.\0
1800791	u,Осталось 21 сек.\0
1800792	u,Осталось 20 сек.\0
1800793	u,Осталось 19 сек.\0
1800794	u,Осталось 18 сек.\0
1800795	u,Осталось 17 сек.\0
1800796	u,Осталось 16 сек.\0
1800797	u,Осталось 15 сек.\0
1800798	u,Осталось 14 сек.\0
1800799	u,Осталось 13 сек.\0
1800800	u,Осталось 12 сек.\0
1800801	u,Осталось 11 сек.\0
1800802	u,Осталось 10 сек.\0
1800803	u,Осталось 9 сек.\0
1800804	u,Осталось 8 сек.\0
1800805	u,Осталось 7 сек.\0
1800806	u,Осталось 6 сек.\0
1800807	u,Осталось 5 сек.\0
1800808	u,Осталось 4 сек.\0
1800809	u,Осталось 3 сек.\0
1800810	u,Осталось 2 сек.\0
1800811	u,Осталось 1 сек.\0
1800812	u,Время истекло!\0
1800813	u,Миссия провалена!\0
1800814	u,Миссия выполнена!\0
1800815	u,Эй, я ведь живое существо!\0
1800816	u,Хотите меня съесть? Сначала принесите мне лекарство Купидона!\0
1800817	u,Мне не нужен массаж дилетанта. Сначала принесите мне лекарство Купидона!\0
1800818	u,Ой! Даже не думала, что усталость так быстро пройдет. $s1, большое Вам спасибо!\0
1800819	u,Удивительно быстро! $s1, Вы случайно не мастер массажа?\0
1800820	u,Отлично! Вы совершили революцию в искусстве массажа, $s1!\0
1800821	u,Слишком тяжело одному? В следующий раз приходите с друзьями!\0
1800822	u,Вы не могли бы сделать то же самое моему другу? Спасибо!\0
1800823	u,Вы чувствуете этот восхитительный запах хлеба?\0
1800824	u,Кто я? Если хотите стать профессиональным пекарем, обращайтесь ко мне!\0
1800825	u,Я всего лишь хочу сделать ваше оружие совершенным!\0
1800826	u,Что? Вам не нравится? Почему? Дилетант!\0
1800827	u,А вы пробовали разыграть кого-нибудь 1-го апреля? Если нет, то помолчите!\0
1800828	u,Что… со…мной?!\0
1800829	u,…Кхы-ры-ры…ы-ы-ы…\0
1800830	u,Боец Грабителей Могил скрылся во тьме и атаковал Вас!\0
1800831	u,Страж Алтаря следит за Вами!\\n Кто-то совершил убийство… Здесь поработали какие-то дьявольские силы…\0
1800832	u,Секундочку! Стойте! Если вы пощадите меня, я дам Вам 1000 аден!\0
1800833	u,Я не хочу с Вами драться!\0
1800834	u,А это обязательно?\0
1800835	u,Спасибо… Вы могли бы стать мне хорошим другом!\0
1800836	u,Вот Ваши 1000 аден, как и договаривались. Я на удивление честный орк, не так ли?\0
1800837	u,Спасибо, но про 1000 аден я наврал! Пока!!!\0
1800838	u,Вы совсем глупы, если поверили мне!\0
1800839	u,Я проклинаю Вас!\0
1800840	u,Я не хочу драться с Вами!\0
1800841	u,Появились все четыре Монстроглаза Кхаши!\0
1800842	u,Вы чувствуете, как на Вас влияют чары Монстроглаза Кхаши!\0
1800843	u,Уничтожьте Монстроглаза, чтобы снять чары!\0
1800844	u,Я хранитель Алтаря! Вам не выйти отсюда!\0
1800845	u,$s1! Мы должны победить это чудовище! Я помогу всем, чем смогу!\0
1800846	u,Эй, $s1! Не отходите от меня слишком далеко!\0
1800847	u,Отлично, $s1! Рад был помочь.\0
1800848	u,Кто разбудил нас?\0
1800849	u,Выходите все! Отомстим им!\0
1800850	u,Слышится плач Шиид!\0
1800851	u,Внимание! Обнаружен противник! Автоматическое определение цели в соответствии с планом противостояния непредвиденному вмешательству.\0
1800852	u,Выполняю миссию защиты мирного населения.\0
1800853	u,Целью является любое существо, нарушающее спокойствие.\0
1800854	u,Кто-то пытается прервать наше мирное существование… К оружию, воины!\0
1800855	u,Ради жизни в Иннадриле...\0
1800856	u,На защиту границы территории огня!\0
1800857	u,Пынглу Мыгланап!\0
1800858	u,Рилье Вагнагыл Птагын!\0
1800859	u,Потеря энергетического запаса привела к отключению движущего механизма!\0
1800860	u,Границы власти огня больше не…\0
1800861	u,Гиганты! Я обнаружил посторонних на нашей территории!\0
1800862	u,Не обольщайтесь, это только начало!\0
1800863	u,Умри!\0
1800864	u,Я хочу спать. Не беспокойте меня!\0
1800865	u,Монстроглаз Кхаши следит за Вами!\0
1800866	u,Вы чувствуете странную силу Монстроглаза Кхаши?!\0
1800867	u,Вы чувствуете? Монстроглаз Кхаши становится сильнее с каждой секундой!\0
1800868	u,Наия Вагнагыл Птагын!\0
1800869	u,Границы власти огня больше не…\0
1800870	u,Нечестно! Но это еще не конец!\0
1800871	u,Стойте! Сейчас я вам покажу!\0
1800872	u,Спать хочется! Не будите меня больше!\0
1800873	u, Обнаружен посторонний \0
1800874	u,Назад пути не…\0
1800875	u,Кто пытается разбудить Закена?\0
1800876	u,Это вы искали меня?\0
1800877	u,Вы получили $s1 $s2 уровня\0
1800878	u,Вы нашли свою смерть, глупцы!\0
1800879	u,Если инвентарь заполнен/загружен на 80% и более, взять Камень Жизни не получится.\0
1800880	u,От меня так легко не отделаешься!\0
1800881	u,Движущий механизм испорчен… Движение невозможно...\0
1800882	u,Торопитесь!\0
1800883	u,Я не привык долго находиться в одном месте\0
1800884	u,Тяжело стоять...\0
1800885	u,Может, сходить куда-нибудь...\0
1800886	u,Добро пожаловать!\0
1800887	u,Это все, на что Вы способны?\0
1800888	u,Хм… Это все? Зря вы бросили мне вызов.\0
1800889	u,Вы пытаетесь найти козла отпущения?!\0
1800890	u,Получи настоящий тепловой удар! Хочешь испытать перегрев третьей степени - попробуй сразиться с Духотой!\0
1800891	u,Погоди! Посмотрим, кто кого! Духота может выдержать до 10 выстрелов из Ледяной пушки!\0
1800892	u,Чтобы победить Духоту, нужно сделать более 10 выстрелов из Ледяной пушки, находясь под действием эффекта Перегрева. И оружие, и эффект можно получить у Айса.\0
1800893	u,Вот ты где! $s1 Почувствуй настоящий жар! Ну, держись!!!\0
1800894	u,Ай, холодно! Что это? Ледяная пушка? Ненавижу холод!\0
1800895	u,Ха! Мазила! И это все, что ты можешь?\0
1800896	u,Хорошо, я отдам тебе все, что хочешь… Только отстань!\0
1800897	u,Я бы отдал это вам, но у вас недостаточно свободного места в инвентаре… Как-нибудь в другой раз.\0
1800898	u,$s1, Вы победили Духоту и получили за это S84.\0
1800899	u,$s1, Вы победили Духоту и получили S80.\0
1800900	u,Ха-ха! Мне твоя Ледяная пушка - все равно что укус комара!\0
1800901	u,Эй! Ты где? Никто не хочет сражаться со мной? Ну и ладно. У меня других дел полно...\0
1800902	u,Почему не отвечаешь? Ах, у тебя нет Ледяной пушки… Ты не достоин моего внимания!\0
1800903	u,О!.. Где это я?., Кто призвал меня?\0
1800904	u,Ха-ха-ха! Я арбуз!\0
1800905	u,Это Вы меня призвали?\0
1800906	u,Я арбуз! И теперь я буду расти!\0
1800907	u,Эх!! Как давно я не видел живой души.\0
1800908	u,Летом нет ничего вкуснее арбуза!\0
1800909	u,Вы меня призвали?!\0
1800910	u,\\хотите увидеть меня во всем великолепии?\0
1800911	u,Хо-хо-хо! Давайте сделаем это вместе!\0
1800912	u,Если Вы хорошо будете за мной ухаживать, я вырасту и стану большим арбузом!\0
1800913	u,Я перевоплотился!\0
1800914	u,Как Вы думаете, я хороший арбуз или плохой?\0
1800915	u,Я стал большим! И никого теперь не боюсь!\0
1800916	u,Я вырос... Стал сильным! Теперь загадывайте желание!\0
1800917	u,Вам нужен маленький арбуз?! Но я уже вырос!\0
1800918	u,Вы хотели большой арбуз? Тогда срывайте меня!\0
1800919	u,Я поспел... И теперь убегаю.\0
1800920	u,Если отпустите меня, я дам Вам 10 000 000 аден!\0
1800921	u,Свобода! Как Вы думаете, что во мне было?\0
1800922	u,Хорошо-хорошо... Вы правильно поступили! А знаете, что нужно теперь делать?\0
1800923	u,Эй! Осторожнее! Вы же почти все пролили…\0
1800924	u,О! Как хорошо! Полейте еще немного!\0
1800925	u,Как хорошо… Что? Больше нет?!\0
1800926	u,Не можете даже прицелиться?! Вы что, не были в армии?\0
1800927	u,Вы не добавили сюда воды? Что за странный вкус?!\0
1800928	u,О! Хорошо! Попробуйте еще!\0
1800929	u,Хо-хо! Не там, а здесь! Вы не поливаете меня, потому что я маленький?!\0
1800930	u,Тьфу! Что это?! Это точно нектар?\0
1800931	u,Постарайтесь! Я стану большим арбузом, если Вы дадите мне пять бутылей!\0
1800932	u,У арбуза самый лучший нектар! Хо-хо-хо!\0
1800933	u,Ах! Хорошо! Постучите по мне!\0
1800934	u,Эй! Я попросил постучать, а не бить! Дайте мне нектар!\0
1800935	u,Полегче! Вы же меня разобьете!\0
1800936	u,Вы собрались меня съесть, даже не вырастив?! Что ж, как хотите. Но если Вы не дадите мне нектар, я буду Вас ненавидеть!\0
1800937	u,Постучите еще!\0
1800938	u,Если так пойдет и дальше, то я завяну!\0
1800939	u,Вам жалко нектара для меня?\0
1800940	u,Осталось еще немного! Соберитесь!\0
1800941	u,Помогите мне! Если не дадите мне нектара, я умру!\0
1800942	u,Если я умру, то Вы ничего не получите.\0
1800943	u,До чего хорошо! Кажется, через 30 секунд я смогу сбежать... Хо-хо!\0
1800944	u,Через 20 секунд я с Вами попрощаюсь!\0
1800945	u,Ура! Осталось 10 секунд! 9… 8… 7…\0
1800946	u,Если не дадите мне нектар, я уйду через 2 минуты!\0
1800947	u,Если не дадите мне нектар, я уйду через 1 минуту!\0
1800948	u,Я ухожу! Счастливо оставаться!\0
1800949	u,Жаль, но мне придется исчезнуть...\0
1800950	u,Вы опоздали!\0
1800951	u,Как-нибудь в другой раз!\0
1800952	u,Как жаль! Я почти созрел...\0
1800953	u,О! Какой приятный звук!\0
1800954	u,Отличная музыка, но Вам не хватает песни. Может, мне спеть?\0
1800955	u,Замечательная музыка!\0
1800956	u,У меня поднялось настроение! Поиграйте еще!\0
1800957	u,Эх! Меня притягивает музыка!\0
1800958	u,Настройте свой инструмент! Это же никуда не годится!\0
1800959	u,Как хорошо!\0
1800960	u,А-а!.. Я сейчас откроюсь!\0
1800961	u,О! Мне нравится этот звук! Поиграйте еще!\0
1800962	u,Вот! Это именно то, что я хотел услышать! Не хотите стать музыкантом?\0
1800963	u,Стучите хоть 100 лет, все равно ничего не получите!\0
1800964	u,Больно! Стучите по мне только инструментом!\0
1800965	u,Только хорошая музыка может открыть меня!\0
1800966	u,Не этим! Стучите тем, что получили в честь новых Хроник.\0
1800967	u,Почему Вы не играете?! Мне скучно… Я ухожу...\0
1800968	u,Не надо резких звуков! Я хочу услышать спокойную музыку...\0
1800969	u,Большие арбузы открываются только от музыки\0
1800970	u,Стучите музыкальным инструментом, а не этим!\0
1800971	u,Вы очень умелы! Но это все напрасно!..\0
1800972	u,Этим Вы можете уничтожать монстров! А мне нужно другое!\0
1800973	u,Арбуз треснул!!!\0
1800974	u,Вы собрались ударить маленький арбуз?!\0
1800975	u,Думаю, внутри будет какая-нибудь лягушка!\0
1800976	u,Большой арбуз! Молитесь!\0
1800977	u,Не говорите мне, что я умер...\0
1800978	u,Ах! Выливается какая-то красная жидкость!\0
1800979	u,Это конец!\0
1800980	u,А-а-а!\0
1800981	u,Разбейте арбуз и получите предметы!\0
1800982	u,Эх! Я треснул! Внутренности вытекает наружу!\0
1800983	u,Хо-хо-хо! Стукните хорошенько!\0
1800984	u,О! Я вижу, Вы опытны!\0
1800985	u,Стукните еще раз! Еще! Еще!\0
1800986	u,Я расту от ударов!\0
1800987	u,Постарайтесь! Осталось не так много времени!\0
1800988	u,Вы думаете, что я так легко разобьюсь?!\0
1800989	u,Так Вы сможете уничтожить только муху!\0
1800990	u,Там-там! Чуть правее! Вот, хорошо!\0
1800991	u,Это Вы называете ударом?! Приведите друзей, если сами не можете справиться!\0
1800992	u,Не думайте! Просто бейте!\0
1800993	u,Мне нужен нектар... Тыквенный нектар!\0
1800994	u,Чтобы вырасти, мне нужно пить нектар!\0
1800995	u,Скорее выращивайте меня! Если у Вас все получится, я стану большим арбузом! Если же нет, то маленьким!\0
1800996	u,Дайте мне нектар! Я голоден!\0
1800997	u,Скорее принесите нектар!\0
1800998	u,Если принесете мне нектар, я его выпью и вырасту!\0
1800999	u,Вы собрались есть такой маленький арбуз? Если дадите мне еще нектара, я вырасту!\0
1801000	u,Вырастив меня, Вы получите полезные предметы.\0
1801001	u,Хотите большой арбуз? А мне больше нравятся маленькие…\0
1801002	u,Доверьтесь мне и дайте нектара! Тогда я стану большим арбузом!\0
1801003	u,Так и знал, что Белеф восстановил свои силы… Здесь остались только его следы.\0
1801004	u,Лидер канала команды $s1 получает Кольцо Белефа!\0
1801005	u,Кто посмел вызвать меня? Вы так уверены в себе? В таком случае, Игра Джека начинается!\0
1801006	u,Здравствуйте! Мне хотелось бы сыграть с Вами в Игру Джека.\0
1801007	u,Начнем! А теперь покажите карту!\0
1801008	u,Мы начинаем! Пожалуйста, покажите карту.\0
1801009	u,Карта с гнилой тыквой!\0
1801010	u,У меня карта с гнилой тыквой!\0
1801011	u,Карта с тыквой!\0
1801012	u,У меня карта с тыквой!\0
1801013	u,Это же моя самая любимая шоколадно-банановая конфета!!! В следующей игре победа за мной!\0
1801014	u,Такая вкусная конфета… Как ни жаль, но придется отдать ее Вам.\0
1801015	u,Выпала конфета… Давайте меняться на Коробку Игрушек.\0
1801016	u,Выпала конфета, предлагаю Вам за нее Коробку Игрушек.\0
1801017	u,Да у Вас просто мои карты, да? На этот кон ставлю особенный свиток.\0
1801018	u,Чувствую в Вас азарт. Если победите в следующий раз, я дам Вам особенный свиток.\0
1801019	u,С такой игрой Вы сможете войти в Лигу Профессионалов Подземелья!\0
1801020	u,Даже многим профессионалам это не под силу… Я Вами просто восхищаюсь!\0
1801021	u,Не знаю, кто из нас монстр! На этот раз ставлю Жезл Перевоплощения.\0
1801022	u,Вы снова выиграли. Больше я Вам этого не позволю. Ставлю мой Жезл Перевоплощения!\0
1801023	u,Не может быть! Опять поражение. Придется поставить на кон нечто совершенно особенное! Ждите!\0
1801024	u,Просто великолепно! Далее Вас ждет огромный сюрприз! Ждите.\0
1801025	u,Выигрывать дальше мне совесть не позволяет!\0
1801026	u,Стыдно будет проиграть еще раз...\0
1801027	u,Как Ваше имя? Надо запомнить!\0
1801028	u,Жители верхнего мира - настоящие игроки.\0
1801029	u,В подземелье-то часто доводилось играть?\0
1801030	u,Первый раз вижу, чтобы кто-то играл так хорошо.\0
1801031	u,13 побед подряд - у Вас счастливый день?\0
1801032	u,Кто бы мог подумать, что можно победить13 раз подряд.\0
1801033	u,Надо же! Какой успех! В следующий раз подарю Шапку-тыкву Хэллоуина!\0
1801034	u,14 побед… Этого даже профессионалам не удавалось добиться! За следующую победу Вы получите Шапку-тыкву Хэллоуина!\0
