id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
31489	u,Распорядитель Боев Солдат\0	a,	9C	E8	A9	-1
31490	u,Распорядитель Боев Сержант\0	a,	9C	E8	A9	-1
31491	u,Распорядитель Боев Офицер\0	a,	9C	E8	A9	-1
31492	u,Распорядитель Боев Военачальник\0	a,	9C	E8	A9	-1
31493	u,Распорядитель Боев Герой\0	a,	9C	E8	A9	-1
31494	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31495	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31496	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31497	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31498	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31499	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31500	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31501	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31502	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31503	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31504	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31505	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31506	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31507	u,Привратник Пространственного Разлома\0	a,	9C	E8	A9	-1
31508	u,Алтарь Святых\0	a,	9C	E8	A9	-1
31509	u,Алтарь Святых\0	a,	9C	E8	A9	-1
31510	u,Алтарь Святых\0	a,	9C	E8	A9	-1
31511	u,Алтарь Святых\0	a,	9C	E8	A9	-1
31512	u,Алтарь Зла\0	a,	9C	E8	A9	-1
31513	u,Алтарь Зла\0	a,	9C	E8	A9	-1
31514	u,Алтарь Зла\0	a,	9C	E8	A9	-1
31515	u,Алтарь Зла\0	a,	9C	E8	A9	-1
31516	u,Алтарь Зла\0	a,	9C	E8	A9	-1
31517	u,Тетрарх\0	a,	9C	E8	A9	-1
31518	u,Загадочный Некромант\0	a,	9C	E8	A9	-1
31519	u,Энфеукс\0	a,	9C	E8	A9	-1
31520	u,Лейкар\0	u,Служанка\0	9C	E8	A9	-1
31521	u,Джереми\0	u,Повар\0	9C	E8	A9	-1
31522	u,Загадочный Маг\0	a,	9C	E8	A9	-1
31523	u,Надгробие\0	a,	9C	E8	A9	-1
31524	u,Призрак фон Хельмана\0	a,	9C	E8	A9	-1
31525	u,Призрак Пажа\0	a,	9C	E8	A9	-1
31526	u,Книжный Шкаф\0	a,	9C	E8	A9	-1
31527	u,Колодец\0	a,	9C	E8	A9	-1
31528	u,Призрак Жреца\0	a,	9C	E8	A9	-1
31529	u,Призрак Авантюриста\0	a,	9C	E8	A9	-1
31530	u,Коробка\0	a,	9C	E8	A9	-1
31531	u,Надгробие\0	a,	9C	E8	A9	-1
31532	u,Служанка Лидии\0	a,	9C	E8	A9	-1
31533	u,Книжный Шкаф\0	a,	9C	E8	A9	-1
31534	u,Книжный Шкаф\0	a,	9C	E8	A9	-1
31535	u,Книжный Шкаф\0	a,	9C	E8	A9	-1
31536	u,Гроб\0	a,	9C	E8	A9	-1
31537	u,Тунатун\0	u,Пастух\0	9C	E8	A9	-1
31538	u,Призрак Авантюриста\0	a,	9C	E8	A9	-1
31539	u,Вулкан\0	u,Кузнец Пламени\0	9C	E8	A9	-1
31540	u,Клейн\0	u,Смотритель Валакаса\0	9C	E8	A9	-1
31541	u,Алтарь Дэймона\0	a,	9C	E8	A9	-1
31542	u,Стол Йети\0	a,	9C	E8	A9	-1
31543	u,Пулин\0	a,	9C	E8	A9	-1
31544	u,Нафф\0	a,	9C	E8	A9	-1
31545	u,Крокус\0	a,	9C	E8	A9	-1
31546	u,Кубер\0	a,	9C	E8	A9	-1
31547	u,Беолин\0	a,	9C	E8	A9	-1
31548	u,Загадочная Древняя Скрижаль\0	a,	9C	E8	A9	-1
31549	u,Загадочная Древняя Скрижаль\0	a,	9C	E8	A9	-1
31550	u,Загадочная Древняя Скрижаль\0	a,	9C	E8	A9	-1
31551	u,Загадочная Древняя Скрижаль\0	a,	9C	E8	A9	-1
31552	u,Загадочная Древняя Скрижаль\0	a,	9C	E8	A9	-1
31553	u,Пирс\0	u,Капитан Наемников\0	9C	E8	A9	-1
31554	u,Кахман\0	u,Наемник\0	9C	E8	A9	-1
31555	u,Аберкромби\0	u,Поставщик Наемников\0	9C	E8	A9	-1
31556	u,Селина\0	u,Целительница Наемников\0	9C	E8	A9	-1
31557	u,Наемник Часовой\0	a,	9C	E8	A9	-1
31558	u,Священный Алтарь Кетра\0	a,	9C	E8	A9	-1
31559	u,Сундук Азефы\0	a,	9C	E8	A9	-1
31560	u,Священный Алтарь Варка\0	a,	9C	E8	A9	-1
31561	u,Сундук Удана Мардуи\0	a,	9C	E8	A9	-1
31562	u,Клюфе\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31563	u,Перелин\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31564	u,Мишини\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31565	u,Огорд\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31566	u,Рофи\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31567	u,Бликер\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31568	u,Памфус\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31569	u,Циано\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31570	u,Ланоско\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31571	u,Хуфс\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31572	u,О'Фулле\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31573	u,Монакан\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31574	u,Вилли\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31575	u,Литулон\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31576	u,Берикс\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31577	u,Линеус\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31578	u,Хильгендорф\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31579	u,Клаус\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31580	u,Галадрид\0	u,Мастер\0	9C	E8	A9	-1
31581	u,Анастия\0	u,Магистр\0	9C	E8	A9	-1
31582	u,Мордред\0	u,Темный Рыцарь\0	9C	E8	A9	-1
31583	u,Фейнн\0	u,Кузнец\0	9C	E8	A9	-1
31584	u,Валентин\0	u,Пивовар\0	9C	E8	A9	-1
31585	u,Кот Спарки\0	u,Служитель Китса\0	9C	E8	A9	-1
31586	u,Кот Спарки\0	u,Служитель Китса\0	9C	E8	A9	-1
31587	u,Гедрик\0	u,Ювелир\0	9C	E8	A9	-1
31588	u,Агнес\0	u,Святая\0	9C	E8	A9	-1
31589	u,Тотемный Дух Дуда-Мара\0	a,	9C	E8	A9	-1
31590	u,Девиан Искатель Правды\0	a,	9C	E8	A9	-1
31591	u,Луна Проводник Заката\0	a,	9C	E8	A9	-1
31592	u,Телсон\0	u,Глава Создателей Големов\0	9C	E8	A9	-1
31593	u,Дороти\0	u,Голем Телсона\0	9C	E8	A9	-1
31594	u,Монд\0	u,Главный Инспектор\0	9C	E8	A9	-1
31595	u,Леона Блэкберд\0	a,	9C	E8	A9	-1
31596	u,Тобальд\0	u,Мастер\0	9C	E8	A9	-1
31597	u,Тобальд\0	u,Мастер\0	9C	E8	A9	-1
31598	u,Медина Блэкхарт\0	a,	9C	E8	A9	-1
31599	u,Обесчещенный Рыцарь Вальдштейн\0	a,	9C	E8	A9	-1
31600	u,Памела Апродия\0	a,	9C	E8	A9	-1
31601	u,Памела Апродия\0	a,	9C	E8	A9	-1
31602	u,Шарона Артемия\0	u,Телохранитель\0	9C	E8	A9	-1
31603	u,Черная Кошка\0	u,Гильдия Охотников\0	9C	E8	A9	-1
31604	u,Гримст\0	u,Торговец Информацией\0	9C	E8	A9	-1
31605	u,Кинсли\0	u,Главный Призыватель\0	9C	E8	A9	-1
31606	u,Элис де Катрина\0	u,Служитель Кинсли\0	9C	E8	A9	-1
31607	u,Сейк Дун Зу Хестуи\0	a,	9C	E8	A9	-1
31608	u,Белинда\0	u,Призыватель\0	9C	E8	A9	-1
31609	u,Единорог Аврора\0	u,Служитель Белинды\0	9C	E8	A9	-1
31610	u,Шикен Мглистый Дрейк\0	a,	9C	E8	A9	-1
31611	u,Скрайд Хартсикер\0	a,	9C	E8	A9	-1
31612	u,Вечный Скиталец Старис\0	a,	9C	E8	A9	-1
31613	u,Ноктисс\0	u,Призыватель\0	9C	E8	A9	-1
31614	u,Радисс\0	u,Главный Призыватель\0	9C	E8	A9	-1
31615	u,Отшельник\0	a,	9C	E8	A9	-1
31616	u,Отшельник\0	a,	9C	E8	A9	-1
31617	u,Ария Фестматтер\0	a,	9C	E8	A9	-1
31618	u,Ирен Голос Луны\0	a,	9C	E8	A9	-1
31619	u,Эрика Кен Вебер\0	a,	9C	E8	A9	-1
31620	u,Старейшина Леса Элрика\0	a,	9C	E8	A9	-1
31621	u,Святая Бездны Элькардия\0	a,	9C	E8	A9	-1
31622	u,Китс\0	u,Проклятый Чернокнижник\0	9C	E8	A9	-1
31623	u,Баварин\0	u,Торговец Информацией\0	9C	E8	A9	-1
31624	u,Донат\0	u,Шеф-Повар\0	9C	E8	A9	-1
31625	u,Йети\0	u,Помощник Доната\0	9C	E8	A9	-1
31626	u,Дункан\0	u,Шеф-Повар\0	9C	E8	A9	-1
31627	u,Мист\0	u,Торговец Информацией\0	9C	E8	A9	-1
31628	u,Лили\0	u,Внучка Миста\0	9C	E8	A9	-1
31629	u,Единорог Калейдос\0	a,	9C	E8	A9	-1
31630	u,Единорог Калейдос\0	a,	9C	E8	A9	-1
31631	u,Эрик Рамсхарт\0	a,	9C	E8	A9	-1
31632	u,Загадочный Служитель\0	a,	9C	E8	A9	-1
31633	u,Зимний Охотник Кадит\0	a,	9C	E8	A9	-1
31634	u,Зимний Охотник Кадит\0	a,	9C	E8	A9	-1
31635	u,Зимний Охотник Кадит\0	a,	9C	E8	A9	-1
31636	u,Наследник Пламени Аккан\0	a,	9C	E8	A9	-1
31637	u,Аватар Кашу\0	a,	9C	E8	A9	-1
31638	u,Звездный Рыцарь Кастиен\0	a,	9C	E8	A9	-1
31639	u,Кайн Ван Холтер\0	a,	9C	E8	A9	-1
31640	u,Темный Паломник\0	a,	9C	E8	A9	-1
31641	u,Темный Паломник\0	a,	9C	E8	A9	-1
31642	u,Таркаи Зу Дуда-Мара\0	a,	9C	E8	A9	-1
31643	u,Серебряный Фейшар\0	a,	9C	E8	A9	-1
31644	u,Франц\0	u,Свидетель Рассвета\0	9C	E8	A9	-1
31645	u,Истинный Глас Хиндемита\0	a,	9C	E8	A9	-1
31646	u,Камень Познания \0	a,	9C	E8	A9	-1
31647	u,Камень Познания \0	a,	9C	E8	A9	-1
31648	u,Камень Познания \0	a,	9C	E8	A9	-1
31649	u,Камень Познания \0	a,	9C	E8	A9	-1
31650	u,Камень Познания \0	a,	9C	E8	A9	-1
31651	u,Камень Познания \0	a,	9C	E8	A9	-1
31652	u,Камень Познания \0	a,	9C	E8	A9	-1
31653	u,Камень Познания \0	a,	9C	E8	A9	-1
31654	u,Камень Познания \0	a,	9C	E8	A9	-1
31655	u,Камень Познания \0	a,	9C	E8	A9	-1
31656	u,Камень Познания \0	a,	9C	E8	A9	-1
31657	u,Камень Познания \0	a,	9C	E8	A9	-1
31658	u,Камень Познания \0	a,	9C	E8	A9	-1
31659	u,Камень Познания \0	a,	9C	E8	A9	-1
31660	u,Камень Познания \0	a,	9C	E8	A9	-1
31661	u,Заброшенный Памятник\0	a,	9C	E8	A9	-1
31662	u,Заброшенный Памятник\0	a,	9C	E8	A9	-1
31663	u,Заброшенный Памятник\0	a,	9C	E8	A9	-1
31664	u,Заброшенный Памятник\0	a,	9C	E8	A9	-1
31665	u,Тело Мертвого Гнома\0	a,	9C	E8	A9	-1
31666	u,Лумен\0	u,Торговец Книгами\0	9C	E8	A9	-1
31667	u,Рейк\0	u,Торговец Амулетами\0	9C	E8	A9	-1
31668	u,Танген\0	u,Продавец Чертежей\0	9C	E8	A9	-1
31669	u,Оникс\0	u,Продавец Минералов\0	9C	E8	A9	-1
31670	u,Бурнс\0	u,Торговец Книгами\0	9C	E8	A9	-1
31671	u,Дозорный\0	a,	9C	E8	A9	-1
31672	u,Дозорный\0	a,	9C	E8	A9	-1
31673	u,Дозорный\0	a,	9C	E8	A9	-1
31674	u,Дозорный\0	a,	9C	E8	A9	-1
31675	u,Виктор Ван Дейк\0	u,Начальник Пограничного Гарнизона\0	9C	E8	A9	-1
31676	u,Грегори Атебальт\0	u,Начальник Пограничного Гарнизона\0	9C	E8	A9	-1
31677	u,Караульный Границы\0	a,	9C	E8	A9	-1
31678	u,Караульный Границы\0	a,	9C	E8	A9	-1
31679	u,Юстас Ван Эссен\0	u,Начальник Пограничной Стражи\0	9C	E8	A9	-1
31680	u,Флеминг Ван Иссен\0	u,Начальник Пограничной Стражи\0	9C	E8	A9	-1
31681	u,Стражник Границы\0	a,	9C	E8	A9	-1
31682	u,Стражник Границы\0	a,	9C	E8	A9	-1
31683	u,Око Аргоса\0	a,	9C	E8	A9	-1
31684	u,Глаз Удана Мардуи\0	a,	9C	E8	A9	-1
31685	u,Глаз Азефы\0	a,	9C	E8	A9	-1
31686	u,Хранитель Портала Огненного Дракона\0	a,	9C	E8	A9	-1
31687	u,Хранитель Портала Огненного Дракона\0	a,	9C	E8	A9	-1
31688	u,Управляющий Олимпиады\0	a,	9C	E8	A9	-1
31689	u,Разоритель Олимпиады\0	a,	9C	E8	A9	-1
31690	u,Памятник Героям\0	a,	9C	E8	A9	-1
31691	u,Чучело Арены\0	a,	9C	E8	A9	-1
31692	u,Жрец Рассвета\0	a,	9C	E8	A9	-1
31693	u,Жрец Заката\0	a,	9C	E8	A9	-1
31694	u,Жрец Рассвета\0	a,	9C	E8	A9	-1
31695	u,Жрец Заката\0	a,	9C	E8	A9	-1
31696	u,Платис\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31697	u,Айндарнер\0	u,Гильдия Рыболовов\0	9C	E8	A9	-1
31698	u,Ариша\0	u,Хранитель Портала\0	9C	E8	A9	-1
31699	u,Станислава\0	u,Хранитель Портала\0	9C	E8	A9	-1
31700	u,Адепт Святой\0	a,	9C	E8	A9	-1
31701	u,Адепт Святой\0	a,	9C	E8	A9	-1
31702	u,Адепт Святой\0	a,	9C	E8	A9	-1
31703	u,Адепт Святой\0	a,	9C	E8	A9	-1
31704	u,Адепт Святой\0	a,	9C	E8	A9	-1
31705	u,Белоглазый Дэймон\0	a,	9C	E8	A9	-1
31706	u,Кот Мики\0	a,	9C	E8	A9	-1
31707	u,Воитель Авангарда Кетра\0	a,	9C	E8	A9	-1
31708	u,Шаман Авангарда Кетра\0	a,	9C	E8	A9	-1
31709	u,Офицер Авангарда Кетра\0	a,	9C	E8	A9	-1
31710	u,Командир Банды Варка\0	a,	9C	E8	A9	-1
31711	u,Шаман Банды Варка\0	a,	9C	E8	A9	-1
31712	u,Бандит Варка\0	a,	9C	E8	A9	-1
31713	u,Проповедник Судьбы\0	a,	9C	E8	A9	-1
31714	u,Проповедник Судьбы\0	a,	9C	E8	A9	-1
31715	u,Проповедник Судьбы\0	a,	9C	E8	A9	-1
31716	u,Проповедник Судьбы\0	a,	9C	E8	A9	-1
31717	u,Проповедник Судьбы\0	a,	9C	E8	A9	-1
31718	u,Проповедник Судьбы\0	a,	9C	E8	A9	-1
31719	u,Проповедник Судьбы\0	a,	9C	E8	A9	-1
31720	u,Проповедник Судьбы\0	a,	9C	E8	A9	-1
31721	u,Толкователь Откровений\0	a,	9C	E8	A9	-1
31722	u,Толкователь Откровений\0	a,	9C	E8	A9	-1
31723	u,Толкователь Откровений\0	a,	9C	E8	A9	-1
31724	u,Толкователь Откровений\0	a,	9C	E8	A9	-1
31725	u,Толкователь Откровений\0	a,	9C	E8	A9	-1
31726	u,Толкователь Откровений\0	a,	9C	E8	A9	-1
31727	u,Толкователь Откровений\0	a,	9C	E8	A9	-1
31728	u,Толкователь Откровений\0	a,	9C	E8	A9	-1
31729	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31730	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31731	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31732	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31733	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31734	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31735	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31736	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31737	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31738	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31739	u,Талиен\0	a,	9C	E8	A9	-1
31740	u,Карадин\0	a,	9C	E8	A9	-1
31741	u,Оссиан\0	a,	9C	E8	A9	-1
31742	u,Вирджил\0	a,	9C	E8	A9	-1
31743	u,Кассандра\0	a,	9C	E8	A9	-1
31744	u,Огмар\0	a,	9C	E8	A9	-1
31745	u,Леди Озера\0	a,	9C	E8	A9	-1
31746	u,Падший Единорог\0	a,	9C	E8	A9	-1
31747	u,Белоснежный Единорог\0	a,	9C	E8	A9	-1
31748	u,Краеугольный Камень Изоляции\0	a,	9C	E8	A9	-1
31750	u,Загадочная Женщина\0	a,	9C	E8	A9	-1
31751	u,Загадочный Темный Рыцарь\0	a,	9C	E8	A9	-1
31752	u,Труп Ангела\0	a,	9C	E8	A9	-1
31755	u,Халастер\0	u,Великий Магистр\0	9C	E8	A9	-1
31756	u,Мистер Кот\0	u,Помощник Тестового Cервера\0	9C	E8	A9	-1
31757	u,Королева Ян\0	u,Помощник Тестового Cервера\0	9C	E8	A9	-1
31758	u,Рафи\0	a,	9C	E8	A9	-1
31759	u,Сфера Телепортации\0	a,	9C	E8	A9	-1
31760	u,Королева Ян\0	u,Гильдия Путешественников\0	9C	E8	A9	-1
31761	u,Королева Ян\0	u,Гильдия Путешественников\0	9C	E8	A9	-1
31762	u,Королева Ян\0	u,Гильдия Путешественников\0	9C	E8	A9	-1
31763	u,Королева Ян\0	u,Гильдия Путешественников\0	9C	E8	A9	-1
31764	u,Королева Ян\0	u,Гильдия Путешественников\0	9C	E8	A9	-1
31765	u,Королева Ян\0	u,Гильдия Путешественников\0	9C	E8	A9	-1
31766	u,Королева Ян\0	u,Гильдия Путешественников\0	9C	E8	A9	-1
31767	u,Ивентовый Хранитель Портала \0	a,	9C	E8	A9	-1
31768	u,Ивентовый Хранитель Портала \0	a,	9C	E8	A9	-1
31769	u,Памятник Героям\0	a,	9C	E8	A9	-1
31770	u,Памятник Героям\0	a,	9C	E8	A9	-1
31771	u,Памятник Героям\0	a,	9C	E8	A9	-1
31772	u,Памятник Героям\0	a,	9C	E8	A9	-1
31773	u,Сонин\0	u,Рабочий Склада\0	9C	E8	A9	-1
31774	u,Кот Берил\0	u,Управляющий Ивентами\0	9C	E8	A9	-1
31775	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31776	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31777	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31778	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31779	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31780	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31781	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31782	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31783	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31784	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31785	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31786	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31787	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31788	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31789	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31790	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31791	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31792	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31793	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31794	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31795	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31796	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31797	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31798	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31799	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31800	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31801	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31802	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31803	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31804	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31805	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31806	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31807	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31808	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31809	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31810	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31811	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31812	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31813	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31814	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31815	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31816	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31817	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31818	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31819	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31820	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31821	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31822	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31823	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31824	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31825	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31826	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31827	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31828	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31829	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31830	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31831	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31832	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31833	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31834	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31835	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31836	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31837	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31838	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31839	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31840	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31841	u,Член Гильдии Путешественников\0	a,	9C	E8	A9	-1
31842	u,Сфера Телепортации\0	a,	9C	E8	A9	-1
31843	u,Сфера Телепортации\0	a,	9C	E8	A9	-1
31844	u,Арахна\0	a,	9C	E8	A9	-1
31845	u,Кровавая Фея\0	a,	9C	E8	A9	-1
31846	u,Сатирос\0	a,	9C	E8	A9	-1
31847	u,Пан\0	a,	9C	E8	A9	-1
31848	u,Фея\0	a,	9C	E8	A9	-1
31849	u,Красный Арахнид\0	a,	9C	E8	A9	-1
31850	u,Тлетворный Древень\0	a,	9C	E8	A9	-1
31851	u,Древень\0	a,	9C	E8	A9	-1
31852	u,Фея Мурика\0	a,	9C	E8	A9	-1
31853	u,Древень Бремец\0	a,	9C	E8	A9	-1
31854	u,Управляющий Ивентами\0	a,	9C	E8	A9	-1
31855	u,Управляющий Ивентами\0	a,	9C	E8	A9	-1
31856	u,Управляющий Ивентами\0	a,	9C	E8	A9	-1
31857	u,Управляющий Ивентами\0	a,	9C	E8	A9	-1
31858	u,Управляющий Ивентами\0	a,	9C	E8	A9	-1
31859	u,Сфера Телепортации\0	a,	9C	E8	A9	-1
31860	u,Кот Орион\0	u,Управляющий Ивентами\0	9C	E8	A9	-1
31861	u,Хранитель Портала Огненного Дракона\0	a,	9C	E8	A9	-1
31862	u,Ангельский Вихрь\0	a,	9C	E8	A9	-1
31863	u,Ученик Деда Мороза\0	a,	9C	E8	A9	-1
31864	u,Ученик Деда Мороза\0	a,	9C	E8	A9	-1
31865	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31866	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31867	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31868	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31869	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31870	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31871	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31872	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31873	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31874	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31875	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31876	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31877	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31878	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31879	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31880	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31881	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31882	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31883	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31884	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31885	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31886	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31887	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31888	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31889	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31890	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31891	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31892	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31893	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31894	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31895	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31896	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31897	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31898	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31899	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31900	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31901	u,Хранитель Границ\0	a,	9C	E8	A9	-1
31902	u,Хранитель Границ\0	a,	9C	E8	A9	-1
